"Forest","District","RAWS_station_nmbr","RAWS_station","snow_flag","month","streak_max_chr","mean_bw","se_bw"
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Apr","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Apr","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","May","2 to 3 days",1.59090909090909,0.313195310687688
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","May","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","May","6 days or more",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Jun","2 to 3 days",0.909090909090909,0.217314292606253
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Jun","4 to 5 days",0.318181818181818,0.137799082618156
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Jun","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Jul","2 to 3 days",0.318181818181818,0.101639453522718
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Jul","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Jul","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Aug","2 to 3 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Aug","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Aug","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Sep","2 to 3 days",0.5,0.143397247403047
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Sep","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Sep","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Oct","2 to 3 days",0.681818181818182,0.178817225561237
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Oct","4 to 5 days",0.318181818181818,0.152700987224738
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Oct","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Nov","2 to 3 days",0.272727272727273,0.117363131703255
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Nov","4 to 5 days",0.136363636363636,0.0996846661443243
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Dec","2 to 3 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40222,"Sawyers Bar","yes","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jan","2 to 3 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jan","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Feb","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Feb","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Feb","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Mar","2 to 3 days",0.5,0.183165999983031
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Mar","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Mar","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Apr","2 to 3 days",0.772727272727273,0.196636414671776
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Apr","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Apr","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","May","2 to 3 days",1.04545454545455,0.232409482703549
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","May","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","May","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jun","2 to 3 days",1.13636363636364,0.273627662343138
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jun","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jul","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Jul","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Aug","2 to 3 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Aug","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Sep","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Sep","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Oct","2 to 3 days",0.454545454545455,0.14305378044899
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Oct","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Oct","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Nov","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Nov","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Dec","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","no","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jan","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jan","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Feb","2 to 3 days",0.272727272727273,0.117363131703255
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Feb","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Feb","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Mar","2 to 3 days",0.454545454545455,0.170652842808892
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Mar","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Mar","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Apr","2 to 3 days",0.772727272727273,0.196636414671776
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Apr","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Apr","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","May","2 to 3 days",1.04545454545455,0.232409482703549
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","May","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","May","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jun","2 to 3 days",1.13636363636364,0.273627662343138
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jun","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jun","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jul","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jul","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Jul","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Aug","2 to 3 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Aug","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Sep","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Sep","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Oct","2 to 3 days",0.454545454545455,0.14305378044899
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Oct","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Oct","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Nov","2 to 3 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Nov","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Dec","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40231,"Somes Bar","yes","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jan","2 to 3 days",0.181818181818182,0.106830845707819
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jan","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Feb","2 to 3 days",0.318181818181818,0.137799082618156
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Feb","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Feb","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Mar","2 to 3 days",0.409090909090909,0.16978584561938
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Mar","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Mar","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Apr","2 to 3 days",0.590909090909091,0.125857937316941
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Apr","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Apr","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","May","2 to 3 days",0.863636363636364,0.221129083626158
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","May","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","May","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jun","2 to 3 days",0.863636363636364,0.177713404979273
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jun","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jun","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jul","2 to 3 days",0.318181818181818,0.152700987224738
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jul","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Jul","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Aug","2 to 3 days",0.272727272727273,0.134547794527446
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Aug","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Sep","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Sep","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Oct","2 to 3 days",0.636363636363636,0.140275772692811
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Oct","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Oct","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Nov","2 to 3 days",0.363636363636364,0.140275772692811
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Nov","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Dec","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Dec","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","no","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jan","2 to 3 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jan","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Feb","2 to 3 days",0.0909090909090909,0.0909090909090909
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Feb","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Feb","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Mar","2 to 3 days",0.181818181818182,0.14167158590436
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Mar","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Mar","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Apr","2 to 3 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Apr","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Apr","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","May","2 to 3 days",0.772727272727273,0.227272727272727
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","May","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","May","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jun","2 to 3 days",0.909090909090909,0.207114696344687
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jun","4 to 5 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jun","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jul","2 to 3 days",0.318181818181818,0.152700987224738
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jul","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Jul","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Aug","2 to 3 days",0.272727272727273,0.134547794527446
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Aug","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Aug","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Sep","2 to 3 days",0.318181818181818,0.121076764250623
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Sep","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Oct","2 to 3 days",0.636363636363636,0.140275772692811
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Oct","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Oct","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Nov","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Nov","4 to 5 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Nov","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Dec","2 to 3 days",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Dec","4 to 5 days",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River",40237,"Collins Baldy","yes","Dec","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jan","2 to 3 days",0.136363636363636,0.0748867700952649
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jan","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jan","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Feb","2 to 3 days",0.5,0.127411797859406
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Feb","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Feb","6 days or more",0,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Mar","2 to 3 days",0.909090909090909,0.185036452581494
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Mar","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Mar","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Apr","2 to 3 days",0.772727272727273,0.160246268561728
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Apr","4 to 5 days",0.272727272727273,0.0971859061499725
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Apr","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","May","2 to 3 days",1.09090909090909,0.24538238477521
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","May","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","May","6 days or more",0.272727272727273,0.14977354019053
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jun","2 to 3 days",1.09090909090909,0.236396934051533
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jun","4 to 5 days",0.363636363636364,0.123888207976227
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jun","6 days or more",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jul","2 to 3 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jul","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Jul","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Aug","2 to 3 days",0.227272727272727,0.112658127096737
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Aug","4 to 5 days",0.181818181818182,0.0841654636156865
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Aug","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Sep","2 to 3 days",0.681818181818182,0.178817225561237
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Sep","4 to 5 days",0.0909090909090909,0.0627332326674867
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Sep","6 days or more",0.0454545454545455,0.0454545454545455
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Oct","2 to 3 days",0.863636363636364,0.200599259638055
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Oct","4 to 5 days",0.227272727272727,0.0914486154730632
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Oct","6 days or more",0.136363636363636,0.0996846661443243
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Nov","2 to 3 days",0.454545454545455,0.127025114728322
"Klamath National Forest","Salmon Scott River Ranger District - Scott River",40239,"Quartz Hill","no","Nov","4 to 5 days",0.0909090909090909,0.0627332326674867
