"Forest","District","RAWS_station","day_of_yr","snow_flag","date","prop_inRx","prop_BD","prop_PL","prop_BW"
"Klamath National Forest","Goosenest Ranger District","Juanita","25-May","no",2020-05-25,0.555555555555556,0.5,1,0.222222222222222
"Klamath National Forest","Goosenest Ranger District","Juanita","25-May","yes",2020-05-25,0.555555555555556,0.5,1,0.222222222222222
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","25-May","no",2020-05-25,0.555555555555556,0.444444444444444,1,0.111111111111111
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","25-May","yes",2020-05-25,0.555555555555556,0.444444444444444,1,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","25-May","no",2020-05-25,0.2,0.6,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","25-May","yes",2020-05-25,0.2,0.6,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","25-May","no",2020-05-25,0.529411764705882,0.411764705882353,1,0.117647058823529
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","25-May","yes",2020-05-25,0.529411764705882,0.411764705882353,1,0.117647058823529
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","25-May","no",2020-05-25,0.529411764705882,0.444444444444444,1,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","25-May","yes",2020-05-25,0.529411764705882,0.470588235294118,1,0.117647058823529
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","25-May","no",2020-05-25,0.7,0.45,1,0.25
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","25-May","yes",2020-05-25,0.7,0.45,1,0.25
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","25-May","no",2020-05-25,0.5,0.5,1,0.214285714285714
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","25-May","yes",2020-05-25,0.5,0.5,1,0.214285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","25-May","no",2020-05-25,0.388888888888889,0.388888888888889,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","25-May","yes",2020-05-25,0.333333333333333,0.388888888888889,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","25-May","no",2020-05-25,0.529411764705882,0.444444444444444,1,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","25-May","yes",2020-05-25,0.529411764705882,0.470588235294118,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","25-May","no",2020-05-25,0.473684210526316,0.45,1,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","25-May","yes",2020-05-25,0.473684210526316,0.45,1,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","25-May","no",2020-05-25,0.5,0.5,1,0.214285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","25-May","yes",2020-05-25,0.5,0.5,1,0.214285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","25-May","no",2020-05-25,0.5,0.45,1,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","25-May","yes",2020-05-25,0.5,0.45,1,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","25-May","no",2020-05-25,0.4,0.5,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","25-May","yes",2020-05-25,0.4,0.5,1,0.2
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","25-May","no",2020-05-25,0.571428571428571,0.714285714285714,1,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Juanita","26-May","no",2020-05-26,0.470588235294118,0.388888888888889,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Juanita","26-May","yes",2020-05-26,0.470588235294118,0.388888888888889,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","26-May","no",2020-05-26,0.555555555555556,0.388888888888889,1,0.111111111111111
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","26-May","yes",2020-05-26,0.555555555555556,0.388888888888889,1,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","26-May","no",2020-05-26,0.5,0.5,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","26-May","yes",2020-05-26,0.5,0.5,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","26-May","no",2020-05-26,0.352941176470588,0.352941176470588,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","26-May","yes",2020-05-26,0.352941176470588,0.352941176470588,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","26-May","no",2020-05-26,0.444444444444444,0.388888888888889,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","26-May","yes",2020-05-26,0.470588235294118,0.411764705882353,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","26-May","no",2020-05-26,0.736842105263158,0.368421052631579,1,0.315789473684211
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","26-May","yes",2020-05-26,0.736842105263158,0.368421052631579,1,0.315789473684211
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","26-May","no",2020-05-26,0.571428571428571,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","26-May","yes",2020-05-26,0.571428571428571,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","26-May","no",2020-05-26,0.5,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","26-May","yes",2020-05-26,0.444444444444444,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","26-May","no",2020-05-26,0.444444444444444,0.388888888888889,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","26-May","yes",2020-05-26,0.470588235294118,0.411764705882353,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","26-May","no",2020-05-26,0.631578947368421,0.4,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","26-May","yes",2020-05-26,0.631578947368421,0.4,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","26-May","no",2020-05-26,0.571428571428571,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","26-May","yes",2020-05-26,0.571428571428571,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","26-May","no",2020-05-26,0.473684210526316,0.421052631578947,1,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","26-May","yes",2020-05-26,0.473684210526316,0.421052631578947,1,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","26-May","no",2020-05-26,0.684210526315789,0.45,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","26-May","yes",2020-05-26,0.684210526315789,0.45,1,0.3
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","26-May","no",2020-05-26,0.571428571428571,0.619047619047619,1,0.380952380952381
"Klamath National Forest","Goosenest Ranger District","Juanita","27-May","no",2020-05-27,0.5,0.388888888888889,1,0.111111111111111
"Klamath National Forest","Goosenest Ranger District","Juanita","27-May","yes",2020-05-27,0.5,0.388888888888889,1,0.111111111111111
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","27-May","no",2020-05-27,0.388888888888889,0.5,1,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","27-May","yes",2020-05-27,0.388888888888889,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","27-May","no",2020-05-27,0.6,0.5,1,0.2
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","27-May","yes",2020-05-27,0.6,0.5,1,0.2
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","27-May","no",2020-05-27,0.4375,0.470588235294118,1,0.117647058823529
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","27-May","yes",2020-05-27,0.4375,0.470588235294118,1,0.117647058823529
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","27-May","no",2020-05-27,0.5,0.411764705882353,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","27-May","yes",2020-05-27,0.533333333333333,0.4375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","27-May","no",2020-05-27,0.526315789473684,0.473684210526316,1,0.315789473684211
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","27-May","yes",2020-05-27,0.526315789473684,0.473684210526316,1,0.315789473684211
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","27-May","no",2020-05-27,0.357142857142857,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","27-May","yes",2020-05-27,0.357142857142857,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","27-May","no",2020-05-27,0.5,0.444444444444444,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","27-May","yes",2020-05-27,0.444444444444444,0.444444444444444,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","27-May","no",2020-05-27,0.5,0.411764705882353,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","27-May","yes",2020-05-27,0.533333333333333,0.4375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","27-May","no",2020-05-27,0.5,0.45,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","27-May","yes",2020-05-27,0.5,0.45,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","27-May","no",2020-05-27,0.357142857142857,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","27-May","yes",2020-05-27,0.357142857142857,0.428571428571429,1,0.142857142857143
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","27-May","no",2020-05-27,0.35,0.45,1,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","27-May","yes",2020-05-27,0.35,0.45,1,0.1
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","27-May","no",2020-05-27,0.526315789473684,0.5,1,0.25
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","27-May","yes",2020-05-27,0.526315789473684,0.5,1,0.25
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","27-May","no",2020-05-27,0.619047619047619,0.666666666666667,1,0.380952380952381
"Klamath National Forest","Goosenest Ranger District","Juanita","28-May","no",2020-05-28,0.555555555555556,0.5,1,0.277777777777778
"Klamath National Forest","Goosenest Ranger District","Juanita","28-May","yes",2020-05-28,0.555555555555556,0.5,1,0.277777777777778
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","28-May","no",2020-05-28,0.666666666666667,0.611111111111111,1,0.444444444444444
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","28-May","yes",2020-05-28,0.666666666666667,0.611111111111111,1,0.444444444444444
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","28-May","no",2020-05-28,0.6,0.6,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","28-May","yes",2020-05-28,0.6,0.6,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","28-May","no",2020-05-28,0.470588235294118,0.588235294117647,1,0.294117647058824
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","28-May","yes",2020-05-28,0.470588235294118,0.588235294117647,1,0.294117647058824
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","28-May","no",2020-05-28,0.5,0.529411764705882,1,0.176470588235294
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","28-May","yes",2020-05-28,0.5,0.5625,1,0.1875
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","28-May","no",2020-05-28,0.736842105263158,0.578947368421053,1,0.421052631578947
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","28-May","yes",2020-05-28,0.736842105263158,0.578947368421053,1,0.421052631578947
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","28-May","no",2020-05-28,0.615384615384615,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","28-May","yes",2020-05-28,0.615384615384615,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","28-May","no",2020-05-28,0.388888888888889,0.555555555555556,1,0.222222222222222
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","28-May","yes",2020-05-28,0.333333333333333,0.555555555555556,1,0.222222222222222
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","28-May","no",2020-05-28,0.5,0.529411764705882,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","28-May","yes",2020-05-28,0.5,0.5625,1,0.1875
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","28-May","no",2020-05-28,0.578947368421053,0.55,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","28-May","yes",2020-05-28,0.578947368421053,0.55,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","28-May","no",2020-05-28,0.615384615384615,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","28-May","yes",2020-05-28,0.615384615384615,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","28-May","no",2020-05-28,0.4,0.55,1,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","28-May","yes",2020-05-28,0.4,0.55,1,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","28-May","no",2020-05-28,0.6,0.6,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","28-May","yes",2020-05-28,0.6,0.6,1,0.3
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","28-May","no",2020-05-28,0.666666666666667,0.714285714285714,1,0.571428571428571
"Klamath National Forest","Goosenest Ranger District","Juanita","29-May","no",2020-05-29,0.611111111111111,0.5,1,0.277777777777778
"Klamath National Forest","Goosenest Ranger District","Juanita","29-May","yes",2020-05-29,0.611111111111111,0.5,1,0.277777777777778
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","29-May","no",2020-05-29,0.555555555555556,0.555555555555556,1,0.222222222222222
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","29-May","yes",2020-05-29,0.555555555555556,0.555555555555556,1,0.222222222222222
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","29-May","no",2020-05-29,0.7,0.5,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","29-May","yes",2020-05-29,0.7,0.5,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","29-May","no",2020-05-29,0.5,0.5,1,0.277777777777778
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","29-May","yes",2020-05-29,0.5,0.5,1,0.277777777777778
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","29-May","no",2020-05-29,0.588235294117647,0.470588235294118,1,0.176470588235294
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","29-May","yes",2020-05-29,0.625,0.5,1,0.1875
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","29-May","no",2020-05-29,0.631578947368421,0.526315789473684,1,0.368421052631579
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","29-May","yes",2020-05-29,0.631578947368421,0.526315789473684,1,0.368421052631579
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","29-May","no",2020-05-29,0.692307692307692,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","29-May","yes",2020-05-29,0.692307692307692,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","29-May","no",2020-05-29,0.5,0.5,1,0.277777777777778
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","29-May","yes",2020-05-29,0.444444444444444,0.5,1,0.222222222222222
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","29-May","no",2020-05-29,0.588235294117647,0.470588235294118,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","29-May","yes",2020-05-29,0.625,0.5,1,0.1875
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","29-May","no",2020-05-29,0.4,0.55,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","29-May","yes",2020-05-29,0.4,0.55,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","29-May","no",2020-05-29,0.692307692307692,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","29-May","yes",2020-05-29,0.692307692307692,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","29-May","no",2020-05-29,0.526315789473684,0.578947368421053,1,0.315789473684211
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","29-May","yes",2020-05-29,0.526315789473684,0.578947368421053,1,0.315789473684211
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","29-May","no",2020-05-29,0.6,0.6,1,0.35
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","29-May","yes",2020-05-29,0.6,0.6,1,0.35
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","29-May","no",2020-05-29,0.761904761904762,0.80952380952381,1,0.714285714285714
"Klamath National Forest","Goosenest Ranger District","Juanita","30-May","no",2020-05-30,0.647058823529412,0.5,1,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Juanita","30-May","yes",2020-05-30,0.647058823529412,0.5,1,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","30-May","no",2020-05-30,0.578947368421053,0.473684210526316,1,0.263157894736842
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","30-May","yes",2020-05-30,0.578947368421053,0.473684210526316,1,0.263157894736842
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","30-May","no",2020-05-30,0.5,0.7,1,0.4
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","30-May","yes",2020-05-30,0.5,0.7,1,0.4
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","30-May","no",2020-05-30,0.578947368421053,0.421052631578947,1,0.210526315789474
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","30-May","yes",2020-05-30,0.578947368421053,0.421052631578947,1,0.210526315789474
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","30-May","no",2020-05-30,0.8125,0.470588235294118,1,0.352941176470588
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","30-May","yes",2020-05-30,0.8125,0.5,1,0.375
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","30-May","no",2020-05-30,0.647058823529412,0.421052631578947,1,0.315789473684211
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","30-May","yes",2020-05-30,0.647058823529412,0.421052631578947,1,0.315789473684211
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","30-May","no",2020-05-30,0.538461538461538,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","30-May","yes",2020-05-30,0.538461538461538,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","30-May","no",2020-05-30,0.777777777777778,0.444444444444444,1,0.222222222222222
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","30-May","yes",2020-05-30,0.666666666666667,0.444444444444444,1,0.166666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","30-May","no",2020-05-30,0.8125,0.470588235294118,1,0.352941176470588
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","30-May","yes",2020-05-30,0.8125,0.5,1,0.375
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","30-May","no",2020-05-30,0.75,0.45,1,0.4
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","30-May","yes",2020-05-30,0.75,0.45,1,0.4
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","30-May","no",2020-05-30,0.538461538461538,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","30-May","yes",2020-05-30,0.538461538461538,0.615384615384615,1,0.384615384615385
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","30-May","no",2020-05-30,0.65,0.45,1,0.35
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","30-May","yes",2020-05-30,0.65,0.45,1,0.35
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","30-May","no",2020-05-30,0.65,0.5,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","30-May","yes",2020-05-30,0.65,0.5,1,0.3
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","30-May","no",2020-05-30,0.523809523809524,0.666666666666667,1,0.428571428571429
"Klamath National Forest","Goosenest Ranger District","Juanita","31-May","no",2020-05-31,0.444444444444444,0.444444444444444,1,0.111111111111111
"Klamath National Forest","Goosenest Ranger District","Juanita","31-May","yes",2020-05-31,0.444444444444444,0.444444444444444,1,0.111111111111111
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","31-May","no",2020-05-31,0.6,0.4,1,0.2
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","31-May","yes",2020-05-31,0.6,0.4,1,0.2
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","31-May","no",2020-05-31,0.5,0.6,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","31-May","yes",2020-05-31,0.5,0.6,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","31-May","no",2020-05-31,0.526315789473684,0.368421052631579,1,0.157894736842105
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","31-May","yes",2020-05-31,0.526315789473684,0.368421052631579,1,0.157894736842105
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","31-May","no",2020-05-31,0.611111111111111,0.388888888888889,1,0.166666666666667
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","31-May","yes",2020-05-31,0.647058823529412,0.411764705882353,1,0.176470588235294
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","31-May","no",2020-05-31,0.5,0.4,1,0.25
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","31-May","yes",2020-05-31,0.5,0.4,1,0.25
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","31-May","no",2020-05-31,0.769230769230769,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","31-May","yes",2020-05-31,0.769230769230769,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","31-May","no",2020-05-31,0.5,0.333333333333333,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","31-May","yes",2020-05-31,0.5,0.333333333333333,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","31-May","no",2020-05-31,0.611111111111111,0.388888888888889,1,0.166666666666667
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","31-May","yes",2020-05-31,0.647058823529412,0.411764705882353,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","31-May","no",2020-05-31,0.45,0.4,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","31-May","yes",2020-05-31,0.45,0.4,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","31-May","no",2020-05-31,0.769230769230769,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","31-May","yes",2020-05-31,0.769230769230769,0.538461538461538,1,0.461538461538462
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","31-May","no",2020-05-31,0.55,0.4,1,0.25
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","31-May","yes",2020-05-31,0.55,0.4,1,0.25
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","31-May","no",2020-05-31,0.7,0.4,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","31-May","yes",2020-05-31,0.7,0.4,1,0.3
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","31-May","no",2020-05-31,0.523809523809524,0.476190476190476,1,0.285714285714286
"Klamath National Forest","Goosenest Ranger District","Juanita","01-Jun","no",2020-06-01,0.555555555555556,0.5,1,0.222222222222222
"Klamath National Forest","Goosenest Ranger District","Juanita","01-Jun","yes",2020-06-01,0.555555555555556,0.5,1,0.222222222222222
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","01-Jun","no",2020-06-01,0.6,0.45,1,0.25
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","01-Jun","yes",2020-06-01,0.65,0.45,1,0.3
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","01-Jun","no",2020-06-01,0.4,0.3,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","01-Jun","yes",2020-06-01,0.4,0.3,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","01-Jun","no",2020-06-01,0.473684210526316,0.421052631578947,1,0.210526315789474
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","01-Jun","yes",2020-06-01,0.473684210526316,0.421052631578947,1,0.210526315789474
